Species,Locus,Stop
serratia_marcescens_11-2010,NZ_CP053927.1,5351962
serratia_marcescens_11-2010,NZ_CP053926.1,139855
stenotrophomonas_sp._PAMC25021,NZ_CP039255.1,4727571
edwardsiella_tarda_ET-1,NZ_LC127084.1,3755290
pseudomonas_aeruginosa_FDAARGOS-570,NZ_CP033835.1,7117679
pseudomonas_aeruginosa_FDAARGOS-570,NZ_CP033834.1,35893
salmonella_enterica_1326-28,NZ_LN649235.1,4710651
bacillus_velezensis_JJ-D34,NZ_CP011346.1,4105253
acinetobacter_baumannii_KAB03,NZ_CP017646.1,3982896
acinetobacter_baumannii_KAB03,NZ_CP017647.1,73727
campylobacter_jejuni_YH003,NZ_CP041584.1,1743890
bacillus_velezensis_DH8043,NZ_CP047268.1,3966392
salmonella_enterica_PNCS009880,NZ_CP040648.1,4905780
salmonella_enterica_PNCS009880,NZ_CP040649.1,6896
salmonella_enterica_PNCS009880,NZ_CP040650.1,3047
acinetobacter_seifertii_AS47,NZ_CP061629.1,4141192
acinetobacter_seifertii_AS47,NZ_CP061630.1,133965
acinetobacter_seifertii_AS47,NZ_CP061631.1,105696
acinetobacter_seifertii_AS47,NZ_CP061632.1,73647
acinetobacter_seifertii_AS47,NZ_CP061633.1,5587
enterobacter_hormaechei_ECC59,NZ_CP080470.1,4742949
enterobacter_hormaechei_ECC59,NZ_CP080471.1,271909
enterobacter_hormaechei_ECC59,NZ_CP080472.1,64146
enterobacter_hormaechei_ECC59,NZ_CP080473.1,53326
enterobacter_hormaechei_ECC59,NZ_CP080474.1,37354
enterobacter_hormaechei_ECC59,NZ_CP080475.1,3082
enterobacter_hormaechei_ECC59,NZ_CP080476.1,2345
enterobacter_hormaechei_ECC59,NZ_CP080477.1,1872
bacillus_anthracis_PR01,NZ_CP012720.1,5228499
escherichia_coli_IHE3034,NC_017628.1,5108359
escherichia_coli_RIVM-C018707,NZ_CP068830.1,5280273
helicobacter_pylori_K26A1,NZ_CP011486.1,1570310
klebsiella_pneumoniae_NR5632,NZ_CP025143.1,5388067
klebsiella_pneumoniae_NR5632,NZ_CP025144.1,203964
klebsiella_pneumoniae_NR5632,NZ_CP025145.1,149041
listeria_monocytogenes_N12-0935,NZ_CP038642.1,2986680
listeria_monocytogenes_N12-0935,NZ_CP038643.1,4191
bacillus_atrophaeus_PENSV20,NZ_CP050705.1,4148190
bacillus_licheniformis_H2,NZ_CP065943.1,4179887
bacillus_licheniformis_H2,NZ_CP065944.1,24711
bacillus_licheniformis_H2,NZ_CP065945.1,26958
escherichia_coli_14EC017,NZ_CP024134.1,5199109
escherichia_coli_14EC017,NZ_CP024135.1,63897
escherichia_coli_14EC017,NZ_CP024136.1,93667
escherichia_coli_14EC017,NZ_CP024137.1,106782
escherichia_coli_F6326-C1,NZ_CP024263.1,4934423
escherichia_coli_F6326-C1,NZ_CP024264.1,72060
escherichia_coli_F6326-C1,NZ_CP024265.1,149688
klebsiella_variicola_GJ3,NZ_CP017289.1,5599825
klebsiella_variicola_GJ3,NZ_CP017285.1,108727
klebsiella_variicola_GJ3,NZ_CP017286.1,92120
klebsiella_variicola_GJ3,NZ_CP017287.1,72513
klebsiella_variicola_GJ3,NZ_CP017288.1,58412
streptococcus_oralis_osk-001,NZ_AP018338.1,1889005
escherichia_coli_XH1815,NZ_CP069386.1,4755912
bacillus_velezensis_T20E-257,NZ_CP021976.1,3892463
bacillus_velezensis_T20E-257,NZ_CP021977.1,5234
salmonella_enterica_SLR1-7966,NZ_CP060512.1,4686166
salmonella_enterica_SLR1-7966,NZ_CP060513.1,253917
salmonella_enterica_SLR1-7966,NZ_CP060514.1,41556
lactobacillus_johnsonii_3DG,NZ_CP047409.1,1995131
oscillibacter_sp._MM50,NZ_AP023418.1,2553554
oscillibacter_sp._MM50,NZ_AP023419.1,3811
klebsiella_pneumoniae_KpPF25,NZ_CP065825.1,5133639
klebsiella_pneumoniae_KpPF25,NZ_CP065826.1,212268
klebsiella_pneumoniae_KpPF25,NZ_CP065827.1,110385
klebsiella_pneumoniae_KpPF25,NZ_CP065828.1,4276
klebsiella_pneumoniae_KpPF25,NZ_CP065829.1,3509
klebsiella_pneumoniae_KpPF25,NZ_CP065830.1,2718
klebsiella_pneumoniae_SCAID-PHRX2-2021-(20-245),NZ_CP082796.1,5319079
klebsiella_pneumoniae_SCAID-PHRX2-2021-(20-245),NZ_CP082797.1,161757
klebsiella_pneumoniae_SCAID-PHRX2-2021-(20-245),NZ_CP082798.1,95154
bifidobacterium_adolescentis_22L,NZ_CP007443.1,2202905
proteus_mirabilis_RGF134-1,NZ_CP066833.1,4095002
proteus_mirabilis_RGF134-1,NZ_CP066834.1,3895
proteus_mirabilis_RGF134-1,NZ_CP066835.1,5934
klebsiella_pneumoniae_VBA2172,NZ_CP036320.1,5462673
klebsiella_pneumoniae_VBA2172,NZ_CP036321.1,127182
klebsiella_pneumoniae_VBA2172,NZ_CP036323.1,6127
klebsiella_pneumoniae_VBA2172,NZ_CP036324.1,4798
klebsiella_pneumoniae_VBA2172,NZ_CP036325.1,3676
klebsiella_pneumoniae_VBA2172,NZ_CP036326.1,3566
klebsiella_pneumoniae_VBA2172,NZ_CP036322.1,7815
klebsiella_pneumoniae_CriePir75,NZ_CP063019.1,5496333
klebsiella_pneumoniae_CriePir75,NZ_CP063020.1,79258
klebsiella_pneumoniae_CriePir75,NZ_CP063021.1,4690
klebsiella_pneumoniae_CriePir75,NZ_CP063022.1,3457
escherichia_coli_ERL06-2442,NZ_CP032801.1,5519220
escherichia_coli_ERL06-2442,NZ_CP032802.1,90705
listeria_monocytogenes_QI0055,NZ_LR999860.1,3033608
salmonella_enterica_81-1607,NZ_CP018648.1,4688651
salmonella_enterica_81-1607,NZ_CP018649.1,54276
salmonella_enterica_81-1607,NZ_CP018650.1,58025
salmonella_enterica_A3EZ223,NZ_CP016563.1,4751203
salmonella_enterica_A3EZ223,NZ_CP016564.1,33910
pseudomonas_sp._Os17,NZ_AP014627.1,6884998
salmonella_enterica_CFSA231,NZ_CP033350.2,4834009
salmonella_enterica_CFSA231,NZ_CP033349.2,32010
providencia_sp._1709051003,NZ_CP042861.1,4648583
listeria_monocytogenes_PNUSAL000096,NZ_CP020832.1,2895914
helicobacter_pylori_LIM-003,NZ_CP051539.1,1639150
salmonella_enterica_VNSEC001,NZ_CP039445.1,4726470
salmonella_enterica_VNSEC001,NZ_CP039446.1,321522
citrobacter_freundii_111,NZ_CP046502.1,4953744
citrobacter_freundii_111,NZ_CP046503.1,310702
citrobacter_freundii_111,NZ_CP046504.1,121317
citrobacter_freundii_111,NZ_CP046505.1,66588
citrobacter_freundii_111,NZ_CP046506.1,66032
enterococcus_faecium_FSIS1608820,NZ_CP028727.1,2586611
enterococcus_faecium_FSIS1608820,NZ_CP028728.1,28105
klebsiella_variicola_M186-1-2,NZ_CP063915.1,5484196
acinetobacter_sp._BHS4,NZ_CP075323.1,3894154
acinetobacter_sp._BHS4,NZ_CP075324.1,5778
staphylococcus_aureus_UP-419,NZ_CP047867.1,2822618
staphylococcus_aureus_UP-419,NZ_CP047868.1,1427
staphylococcus_aureus_NCTC8317,NZ_LR133917.1,2749170
campylobacter_jejuni_R14,NZ_CP005081.1,1795763
escherichia_coli_CJ236,NZ_CP029238.1,4641628
pseudomonas_sp._St386,NZ_AP021900.1,6820980
escherichia_coli_SK1144,NZ_AP018784.1,5027328
escherichia_coli_SK1144,NZ_AP018785.1,169401
enterobacter_hormaechei_14102KSN,NZ_CP045312.1,4705338
enterobacter_hormaechei_14102KSN,NZ_CP045313.1,109196
enterobacter_hormaechei_14102KSN,NZ_CP045314.1,4201
enterobacter_hormaechei_14102KSN,NZ_CP045315.1,4640
enterobacter_hormaechei_14102KSN,NZ_CP045316.1,1924
streptococcus_infantarius_CJ18,NC_016826.1,1988420
streptococcus_infantarius_CJ18,NC_016837.1,19300
bacteroides_uniformis_CL11T00C07,NZ_CP072220.1,5225295
bacteroides_uniformis_CL11T00C07,NZ_CP072221.1,8987
bacteroides_uniformis_CL11T00C07,NZ_CP072222.1,5645
bacteroides_uniformis_CL11T00C07,NZ_CP072223.1,98128
escherichia_coli_STEC2018-553,NZ_CP075665.1,5441342
escherichia_coli_STEC2018-553,NZ_CP075666.1,129233
escherichia_coli_STEC2018-553,NZ_CP075667.1,48458
escherichia_coli_STEC2018-553,NZ_CP075668.1,35966
escherichia_coli_STEC2018-553,NZ_CP075669.1,6430
escherichia_coli_STEC2018-553,NZ_CP075670.1,5525
escherichia_coli_STEC2018-553,NZ_CP075671.1,5372
escherichia_coli_STEC2018-553,NZ_CP075672.1,2444
escherichia_coli_STEC2018-553,NZ_CP075673.1,941
escherichia_coli_STEC2018-553,NZ_CP075674.1,1932
escherichia_coli_STEC2018-553,NZ_CP075675.1,2225
escherichia_coli_STEC2018-553,NZ_CP075676.1,1877
escherichia_coli_STEC2018-553,NZ_CP075677.1,1161
escherichia_coli_STEC2018-553,NZ_CP075678.1,1050
escherichia_coli_STEC2018-553,NZ_CP075679.1,1117
salmonella_enterica_NCTC10080,NZ_LS483465.1,5029010
streptococcus_suis_90-1330,NZ_CP012731.1,2146056
escherichia_coli_K-12-substr.-BW25113,NZ_CP009273.1,4631445
staphylococcus_aureus_293G,NZ_CP019591.2,2722160
escherichia_coli_SQ2203,NZ_CP011324.1,4605277
lactiplantibacillus_plantarum_SRCM102737,NZ_CP028261.1,3249638
lactiplantibacillus_plantarum_SRCM102737,NZ_CP028262.1,65142
lactiplantibacillus_plantarum_SRCM102737,NZ_CP028263.1,62552
acinetobacter_baumannii_FDAARGOS-533,NZ_CP033768.1,3780744
acinetobacter_baumannii_FDAARGOS-533,NZ_CP033769.1,97691
acinetobacter_baumannii_FDAARGOS-533,NZ_CP033770.1,5863
mycobacterium_tuberculosis_TBDM425,NZ_CP023588.1,4410540
aeromonas_hydrophila_GYK1,NZ_CP016392.1,4951674
klebsiella_pneumoniae_K191659,NZ_CP080346.1,5279827
klebsiella_pneumoniae_K191659,NZ_CP080352.1,287910
klebsiella_pneumoniae_K191659,NZ_CP080347.1,3133
klebsiella_pneumoniae_K191659,NZ_CP080348.1,1933
klebsiella_pneumoniae_K191659,NZ_CP080349.1,3949
klebsiella_pneumoniae_K191659,NZ_CP080350.1,51353
klebsiella_pneumoniae_K191659,NZ_CP080351.1,193566
staphylococcus_aureus_SA564,NZ_CP010890.1,2783323
staphylococcus_aureus_SA564,NZ_CP010891.1,27226
escherichia_coli_CFIAFB20120266,NZ_CP076706.1,4863086
escherichia_coli_CFIAFB20120266,NZ_CP076707.1,127631
escherichia_coli_CFIAFB20120266,NZ_CP076708.1,47879
bacillus_velezensis_FJAT-46737,NZ_CP044133.1,3995357
enterococcus_faecium_SRCM103470,NZ_CP035220.1,2695747
enterococcus_faecium_SRCM103470,NZ_CP035221.1,238625
enterococcus_faecium_SRCM103470,NZ_CP035222.1,4045
pseudomonas_stutzeri_19SMN4,NZ_CP007509.1,4725259
pseudomonas_stutzeri_19SMN4,NZ_CP007510.1,106284
escherichia_coli_H14,NZ_CP010177.1,4734121
sarcina_sp._JB2,NZ_CP051754.1,2435272
sarcina_sp._JB2,NZ_CP051755.1,75870
sarcina_sp._JB2,NZ_CP051756.1,34532
sarcina_sp._JB2,NZ_CP051757.1,20640
sarcina_sp._JB2,NZ_CP051758.1,12571
sarcina_sp._JB2,NZ_CP051759.1,11483
sarcina_sp._JB2,NZ_CP051760.1,6055
sarcina_sp._JB2,NZ_CP051761.1,10136
sarcina_sp._JB2,NZ_CP051762.1,7582
sarcina_sp._JB2,NZ_CP051763.1,9761
sarcina_sp._JB2,NZ_CP051764.1,3820
acinetobacter_baumannii_G20AB007,NZ_CP066237.1,3996117
acinetobacter_baumannii_G20AB007,NZ_CP066238.1,73012
acinetobacter_baumannii_G20AB007,NZ_CP066239.1,11508
acinetobacter_baumannii_G20AB007,NZ_CP066240.1,8136
klebsiella_pneumoniae_911021,NZ_CP022882.1,5456355
escherichia_coli_SCU-301,NZ_CP051751.1,5054670
escherichia_coli_SCU-301,NZ_CP051752.1,5830
clostridioides_difficile_DSM-29020,NZ_CP012325.1,4138760
mycobacterium_tuberculosis_1-0044P6C4,NZ_CP041864.1,4387353
corynebacterium_ulcerans_LIV-14050,NZ_CP054583.1,2512824
streptococcus_agalactiae_FDAARGOS-254,NZ_CP020449.2,2217978
salmonella_enterica_Se32,NZ_CP067339.1,4869602
salmonella_enterica_Se32,NZ_CP067340.1,93327
citrobacter_werkmanii_LHC5-1,NZ_CP084290.1,4929904
citrobacter_werkmanii_LHC5-1,NZ_CP084294.1,1975
citrobacter_werkmanii_LHC5-1,NZ_CP084293.1,1835
citrobacter_werkmanii_LHC5-1,NZ_CP084292.1,5925
citrobacter_werkmanii_LHC5-1,NZ_CP084291.1,68659
citrobacter_werkmanii_LHC5-1,NZ_CP084295.1,239610
staphylococcus_epidermidis_FDAARGOS-1243,NZ_CP069473.1,2469448
staphylococcus_epidermidis_FDAARGOS-1243,NZ_CP069474.1,30624
staphylococcus_epidermidis_FDAARGOS-1243,NZ_CP069475.1,4559
staphylococcus_epidermidis_FDAARGOS-1243,NZ_CP069476.1,16317
staphylococcus_epidermidis_FDAARGOS-1243,NZ_CP069477.1,5525
staphylococcus_epidermidis_FDAARGOS-1243,NZ_CP069478.1,1683
staphylococcus_epidermidis_FDAARGOS-1243,NZ_CP069479.1,1965
escherichia_coli_NCTC9966,NZ_LS483296.1,4705001
pseudomonas_aeruginosa_IMP67,NZ_CP028848.1,6501371
mycobacterium_tuberculosis_GG-121-10,NZ_CP025603.1,4410907
campylobacter_jejuni_CJ677CC085,NZ_CP010504.1,1636376
staphylococcus_xylosus_C2a,NZ_LN554884.1,2786468
bacteroides_uniformis_NBRC-113350,NZ_AP019724.1,4734532
bacteroides_uniformis_NBRC-113350,NZ_AP019725.1,123389
bacteroides_uniformis_NBRC-113350,NZ_AP019726.1,119357
bacteroides_uniformis_NBRC-113350,NZ_AP019727.1,6548
bacteroides_uniformis_NBRC-113350,NZ_AP019728.1,3706
escherichia_coli_MIN14,NZ_CP069646.1,4780214
escherichia_coli_MIN14,NZ_CP069647.1,89489
escherichia_coli_MIN14,NZ_CP069648.1,67683
escherichia_coli_MIN14,NZ_CP069649.1,45334
escherichia_coli_MIN14,NZ_CP069651.1,4056
escherichia_coli_MIN14,NZ_CP069652.1,3463
escherichia_coli_MIN14,NZ_CP069653.1,2368
escherichia_coli_MIN14,NZ_CP069654.1,1166
escherichia_coli_MIN14,NZ_CP069655.1,1143
escherichia_coli_MIN14,NZ_CP069656.1,441
escherichia_coli_MIN14,NZ_CP069650.1,33201
escherichia_coli_EC-7215,NZ_LR025096.1,4830934
escherichia_coli_EC-7215,NZ_LR025097.1,141871
escherichia_coli_EC-7215,NZ_LR025098.1,63294
staphylococcus_aureus_200,NZ_CP077924.1,2718633
enterobacter_cloacae_CBG15936,NZ_CP046116.1,5033289
enterobacter_cloacae_CBG15936,NZ_CP046117.1,74733
enterobacter_cloacae_CBG15936,NZ_CP046118.1,62104
staphylococcus_aureus_CFSAN007883,NZ_CP017679.1,2758230
klebsiella_pneumoniae_BM338-1,NZ_CP063922.1,5384548
klebsiella_pneumoniae_BM338-1,NZ_CP063923.1,80992
klebsiella_pneumoniae_BM338-1,NZ_CP063924.1,116442
salmonella_enterica_PNCS014860,NZ_CP039719.1,4975954
salmonella_enterica_PNCS014860,NZ_CP039720.1,2816
chlamydia_psittaci_GIMC-2003-Cps25SM,NZ_CP024453.1,1166618
chlamydia_psittaci_GIMC-2003-Cps25SM,NZ_CP024454.1,7528
pseudomonas_aeruginosa_NDTH9845,NZ_CP073080.1,7136501
pseudomonas_aeruginosa_NDTH9845,NZ_CP073081.1,463479
aeromonas_enteropelogenes_FDAARGOS-1509,NZ_CP083626.1,4540267
lactobacillus_sp._CBA3606,NZ_CP027194.1,2448874
lactobacillus_sp._CBA3606,NZ_CP027195.1,50291
lactobacillus_sp._CBA3606,NZ_CP027196.1,41496
lactobacillus_sp._CBA3606,NZ_CP027197.1,16892
escherichia_coli_CFSAN061770,NZ_CP023142.1,5292001
escherichia_coli_CFSAN061770,NZ_CP023143.1,228687
escherichia_coli_CFSAN061770,NZ_CP023144.1,102154
escherichia_coli_CFSAN061770,NZ_CP023145.1,85262
escherichia_coli_PCN061,NZ_CP006636.1,4603753
escherichia_coli_PCN061,NZ_CP006637.1,1123
escherichia_coli_PCN061,NZ_CP006638.1,4369
escherichia_coli_PCN061,NZ_CP006639.1,6098
escherichia_coli_PCN061,NZ_CP006640.1,34478
escherichia_coli_PCN061,NZ_CP006641.1,102717
escherichia_coli_PCN061,NZ_CP006642.1,144982
salmonella_enterica_CDC-86-0391,NZ_CP007540.2,4488371
escherichia_coli_9,NZ_CP048304.1,4958618
escherichia_coli_9,NZ_CP048305.1,159683
escherichia_coli_9,NZ_CP048306.1,109861
escherichia_coli_9,NZ_CP048307.1,93668
escherichia_coli_9,NZ_CP048308.1,25939
escherichia_coli_9,NZ_CP048309.1,24516
pseudomonas_aeruginosa_PA7790,NZ_CP014999.1,7018647
pseudomonas_aeruginosa_PA7790,NZ_CP015000.1,47743
salmonella_enterica_AMR588-04-00320,NZ_CP016569.1,4751722
salmonella_enterica_AMR588-04-00320,NZ_CP016570.1,1940
salmonella_enterica_AMR588-04-00320,NZ_CP016571.1,33910
salmonella_enterica_AMR588-04-00320,NZ_CP016572.1,98523
listeria_monocytogenes_52854,NZ_CP032672.1,2915338
helicobacter_pylori_LIM-010,NZ_CP051533.1,1745651
salmonella_enterica_FDAARGOS-70,NZ_CP026052.1,4678584
salmonella_enterica_FDAARGOS-70,NZ_CP026053.1,47561
salmonella_enterica_FDAARGOS-70,NZ_CP026054.1,58830
bacillus_paralicheniformis_NCTC8721,NZ_LR134165.1,4429666
aeromonas_caviae_WP3-S18-ESBL-02,NZ_AP022013.1,4859898
stenotrophomonas_maltophilia_K279a,NC_010943.1,4850871
lactiplantibacillus_plantarum_10CH,NZ_CP023728.1,3310551
mycobacterium_tuberculosis_LN3584,NZ_CP023613.1,4410723
escherichia_coli_NCTC9113,NZ_LR134311.1,4853613
enterococcus_faecium_E7933,NZ_LR135384.1,2926330
enterococcus_faecium_E7933,NZ_LR135385.1,237099
enterococcus_faecium_E7933,NZ_LR135386.1,70224
enterococcus_faecium_E7933,NZ_LR135387.1,62350
enterococcus_faecium_E7933,NZ_LR135388.1,9316
enterococcus_faecium_E7933,NZ_LR135389.1,7837
enterococcus_faecium_E7933,NZ_LR135390.1,5447
enterococcus_faecium_E7933,NZ_LR135391.1,4181
enterococcus_faecium_E7933,NZ_LR135392.1,3085
enterococcus_faecium_E7933,NZ_LR135393.1,1685
escherichia_coli_789,NZ_CP010315.1,5017195
escherichia_coli_789,NZ_CP010317.1,106395
escherichia_coli_789,NZ_CP010318.1,4275
escherichia_coli_789,NZ_CP010316.1,144859
escherichia_coli_K-12-substr.-MG1655,NZ_CP012868.1,4641476
pediococcus_pentosaceus_FDAARGOS-1010,NZ_CP066081.1,1802494
pediococcus_pentosaceus_FDAARGOS-1010,NZ_CP066079.1,35998
pediococcus_pentosaceus_FDAARGOS-1010,NZ_CP066080.1,40273
pediococcus_pentosaceus_FDAARGOS-1010,NZ_CP066082.1,49114
pediococcus_pentosaceus_FDAARGOS-1010,NZ_CP066083.1,11678
pediococcus_pentosaceus_FDAARGOS-1010,NZ_CP066084.1,6694
aeromonas_sp._FDAARGOS-1416,NZ_CP077301.1,4517208
bacillus_velezensis_CLA178,NZ_CP061087.1,4067956
akkermansia_muciniphila_Akk2190,NZ_CP072022.1,3119057
escherichia_coli_09-00049,NZ_CP015228.1,5286534
escherichia_coli_09-00049,NZ_CP012500.1,224962
escherichia_coli_Z1835,NZ_CP062700.1,5491815
escherichia_coli_Z1835,NZ_CP062701.1,90502
staphylococcus_aureus_AR465,NZ_CP029082.1,2911155
staphylococcus_aureus_AR465,NZ_CP029081.1,27146
klebsiella_pneumoniae_KP1517,NZ_CP072463.1,5620751
klebsiella_pneumoniae_KP1517,NZ_CP072464.1,111363
klebsiella_pneumoniae_KP1517,NZ_CP072465.1,118702
klebsiella_pneumoniae_KP1517,NZ_CP072466.1,11661
streptomyces_sp._LBUM-1480,NZ_CP043957.1,9982953
helicobacter_pylori_FDAARGOS-300,NZ_CP027404.1,1644652
staphylococcus_aureus_55-99-44,NZ_CP024998.1,2763441
staphylococcus_aureus_55-99-44,NZ_CP024999.1,20565
campylobacter_jejuni_C34,NZ_CP059971.1,1684859
enterobacter_asburiae_ATCC-35953,NZ_CP011863.1,4713741
enterobacter_asburiae_ATCC-35953,NZ_CP011864.1,43627
enterobacter_asburiae_ATCC-35953,NZ_CP011865.1,13713
enterobacter_asburiae_ATCC-35953,NZ_CP011866.1,16883
enterobacter_asburiae_ATCC-35953,NZ_CP011867.1,16534
salmonella_enterica_AR-0402,NZ_CP044186.1,4962911
salmonella_enterica_AR-0402,NZ_CP044187.1,62419
escherichia_coli_503829,NZ_CP025869.1,4919037
escherichia_coli_503829,NZ_CP025870.1,99311
escherichia_coli_503829,NZ_CP025871.1,51761
escherichia_coli_503829,NZ_CP025872.1,76634
bacillus_cereus_MLY1,NZ_CP024655.1,5561709
bacillus_cereus_MLY1,NZ_CP024657.1,158531
bacillus_cereus_MLY1,NZ_CP024656.1,102005
bacillus_cereus_MLY1,NZ_CP024658.1,124594
streptococcus_pneumoniae_BVJ1JL,NZ_CP071871.1,2134456
streptococcus_pneumoniae_670-6B,NC_014498.1,2240029
salmonella_enterica_5,NZ_CP040700.1,4766674
bacillus_cereus_FORC-024,NZ_CP012691.1,5429554
helicobacter_pylori_81A1,NZ_CP036389.1,1563252
bacillus_anthracis_Vollum-1B,NZ_CP009328.1,5229817
bacillus_anthracis_Vollum-1B,NZ_CP009327.1,180635
bacillus_anthracis_Vollum-1B,NZ_CP009326.1,94805
alcaligenes_faecalis_AN70,NZ_CP036294.1,3922016
proteus_mirabilis_AR-0029,NZ_CP029725.1,3978085
proteus_mirabilis_AR-0029,NZ_CP029726.1,8955
staphylococcus_aureus_Tager-104,NZ_CP012409.1,2820837
pediococcus_pentosaceus_FDAARGOS-1009,NZ_CP066043.1,1717393
pediococcus_pentosaceus_FDAARGOS-1009,NZ_CP066044.1,33958
vibrio_vulnificus_ATCC-27562,NZ_CP012882.1,1739295
vibrio_vulnificus_ATCC-27562,NZ_CP012881.1,3265947
salmonella_enterica_L-4526,NZ_AP023303.1,5014681
helicobacter_pylori_87C7,NZ_CP036386.1,1563258
microbacterium_sp._1S1,NZ_CP043430.1,3400157
klebsiella_pneumoniae_KPNIH24,NZ_CP008797.1,5396062
klebsiella_pneumoniae_KPNIH24,NZ_CP008800.1,194591
klebsiella_pneumoniae_KPNIH24,NZ_CP008798.1,85272
klebsiella_pneumoniae_KPNIH24,NZ_CP008799.1,57941
escherichia_coli_Quinolone-resistant,NZ_LR882493.1,4841148
escherichia_coli_Quinolone-resistant,NZ_LR882494.1,96338
escherichia_coli_Quinolone-resistant,NZ_LR882495.1,58867
parvimonas_micra_KCOM-1037,NZ_CP031971.1,1659919
clostridioides_difficile_Cd11,NZ_CP037822.1,4204229
clostridioides_difficile_Cd11,NZ_CP037823.1,132311
clostridioides_difficile_Cd11,NZ_CP037824.1,47428
clostridioides_difficile_Cd11,NZ_CP037825.1,10892
clostridioides_difficile_Cd11,NZ_CP037826.1,6521
klebsiella_pneumoniae_TUM12137,NZ_AP024784.1,5285063
klebsiella_pneumoniae_TUM12137,NZ_AP024787.1,12361
klebsiella_pneumoniae_TUM12137,NZ_AP024786.1,127932
klebsiella_pneumoniae_TUM12137,NZ_AP024785.1,215349
acinetobacter_pittii_IEC338SC,NZ_CP015145.1,3934767
acinetobacter_pittii_IEC338SC,NZ_CP015147.1,5545
acinetobacter_pittii_IEC338SC,NZ_CP015148.1,5701
acinetobacter_pittii_IEC338SC,NZ_CP015146.1,10336
staphylococcus_aureus_UP-764,NZ_CP047793.1,2818571
helicobacter_pylori_HE178-09,NZ_LT635460.1,1667786
staphylococcus_epidermidis_B1266915,NZ_CP073852.1,2633127
staphylococcus_epidermidis_B1266915,NZ_CP073853.1,12024
citrobacter_freundii_N18-04085,NZ_CP047275.1,5166451
citrobacter_freundii_N18-04085,NZ_CP047276.1,281956
vibrio_parahaemolyticus_FORC-022,NZ_CP013248.1,3357736
vibrio_parahaemolyticus_FORC-022,NZ_CP013249.1,1879852
vibrio_parahaemolyticus_FORC-022,NZ_CP013250.1,101187
halomonas_sp._SF2003,NZ_CP028367.1,4357906
clostridioides_difficile_DSM-102978,NZ_CP020380.1,4253125
streptomyces_sp._NHF165,NZ_CP029241.1,8456520
escherichia_coli_JNU,NZ_CP083263.1,4887147
escherichia_coli_JNU,NZ_CP083264.1,101667
escherichia_coli_JNU,NZ_CP083265.1,4283
escherichia_coli_JNU,NZ_CP083266.1,1443
staphylococcus_haemolyticus_SE3.9,NZ_CP049091.1,2322618
staphylococcus_haemolyticus_SE3.9,NZ_CP049092.1,25006
staphylococcus_haemolyticus_SE3.9,NZ_CP049093.1,20594
staphylococcus_haemolyticus_SE3.9,NZ_CP049094.1,18243
staphylococcus_haemolyticus_SE3.9,NZ_CP049095.1,2804
staphylococcus_haemolyticus_SE3.9,NZ_CP049096.1,3336
corynebacterium_sp._20M1090,NZ_CP085046.1,2522600
staphylococcus_aureus_AR-0470,NZ_CP029653.1,2962933
enterobacter_cloacae_STN0717-73,NZ_AP022519.1,4891717
enterobacter_cloacae_STN0717-73,NZ_AP022520.1,266100
enterobacter_cloacae_STN0717-73,NZ_AP022521.1,159059
enterobacter_cloacae_STN0717-73,NZ_AP022522.1,4711
enterobacter_cloacae_STN0717-73,NZ_AP022523.1,3976
enterobacter_cloacae_STN0717-73,NZ_AP022524.1,2783
salmonella_enterica_CFSAN001118,NZ_CP039465.1,4725881
salmonella_enterica_CFSAN001118,NZ_CP039466.1,81928
staphylococcus_aureus_CA15,NZ_CP007674.1,2839066
staphylococcus_aureus_CA15,NZ_CP007675.1,24600
stenotrophomonas_sp._WZN-1,NZ_CP021768.1,4512454
bacillus_anthracis_PCr,NZ_AP019731.1,5209717
bacillus_anthracis_PCr,NZ_AP019732.1,181773
bacillus_anthracis_PCr,NZ_AP019733.1,94724
helicobacter_pylori_25-A-EK1,NZ_CP032906.1,1540062
escherichia_coli_WS4202,NZ_CP012802.1,5332039
escherichia_coli_WS4202,NZ_CP012804.1,3125
escherichia_coli_WS4202,NZ_CP012803.1,92094
escherichia_coli_120899,NZ_CP025916.1,5115137
escherichia_coli_120899,NZ_CP025917.1,145693
escherichia_coli_120899,NZ_CP025919.1,50174
escherichia_coli_120899,NZ_CP025918.1,76371
escherichia_coli_ERL05-1306,NZ_CP032803.1,5553457
escherichia_coli_ERL05-1306,NZ_CP032804.1,90963
escherichia_coli_WP8-S17-ESBL-08,NZ_AP022221.1,5011403
streptococcus_suis_GX69,NZ_CP071806.1,2387969
klebsiella_oxytoca_IR5392,NZ_CP064108.1,5911429
klebsiella_oxytoca_IR5392,NZ_CP064109.1,110996
klebsiella_oxytoca_IR5392,NZ_CP064110.1,223354
klebsiella_oxytoca_IR5392,NZ_CP064111.1,37389
klebsiella_oxytoca_IR5392,NZ_CP064112.1,79112
mycobacterium_tuberculosis_CCDC5079,NC_021251.1,4413722
raoultella_ornithinolytica_TET32,NZ_CP067413.1,5391499
raoultella_ornithinolytica_TET32,NZ_CP067414.1,68118
raoultella_ornithinolytica_TET32,NZ_CP067415.1,2287
pseudomonas_aeruginosa_Y89,NZ_CP030913.1,6868506
pseudomonas_aeruginosa_Y89,NZ_CP030914.1,85482
streptomyces_sp._SN-593,NZ_AP018365.1,8833479
streptomyces_sp._SN-593,NZ_AP018366.1,93268
